,,,,,,,,,,
,,,,,,,,,,
960,0,0.015412092208862,,960,nan,0.072559595108032,,960,0,0.708770513534546
742,0.336593863057752,0.01976490020752,,742,0.3322680788897,0.074154138565064,,742,0.215448788822997,0.967329740524292
1573,0.79084745336302,0.023267984390259,,1573,0.708204766879662,0.074490785598755,,1573,0.507476157003636,0.863927125930786
566,0.77630835311405,0.0183265209198,,566,0.698318293683347,0.07572603225708,,566,0.004478278199438,0.852561712265015
443,0.862007947348814,0.022981405258179,,443,0.910363576707342,0.075246572494507,,443,0.725563065871848,0.971579551696777
1541,0.796465064899199,0.018692016601563,,1541,0.594770253929867,0.073788404464722,,1541,0.045439348844692,0.726794719696045
419,0.908043569333892,0.020780801773071,,419,0.903176378017973,0.072181940078735,,419,0.773539488711236,0.736537933349609
21,0.970588235294117,0.019365787506104,,21,0.972803892605787,0.074344635009766,,21,0.889803541781959,0.809958219528198
694,0,0.018064260482788,,694,nan,0.072821378707886,,694,0,0.730650186538696
242,0.90243582072126,0.018642663955689,,242,0.910756322810406,0.072461843490601,,242,0.896815399890339,0.714626312255859
628,0.979167225965798,0.018877029418945,,628,0.978569240400112,0.075003862380982,,628,0.968355755640475,0.641975164413452
1643,0.76199374416054,0.020160436630249,,1643,0.844894264790587,0.073528528213501,,1643,0.884835338197594,0.796954870223999
529,0.874990292267468,0.019130229949951,,529,0.928678138659879,0.072797298431397,,529,0.02408297287478,0.698246717453003
627,0,0.018104553222656,,627,0,0.072072267532349,,627,0,0.769166707992554
1201,0,0.018413066864014,,1201,0,0.074095010757446,,1201,0,0.701993227005005
712,0.631496639382445,0.022609710693359,,712,0.649187740441592,0.072131156921387,,712,0.518673447069116,1.78687524795532
862,0.945077526620586,0.021475553512573,,862,0.963970328505828,0.07248330116272,,862,0.687754507150492,0.779933929443359
47,0.941596956226541,0.020802259445191,,47,0.931395039965227,0.073022603988648,,47,0.901478353934632,1.00766825675964
1680,0.877751893734862,0.023354768753052,,1680,0.772663254439902,0.073159217834473,,1680,0.830364705597638,0.994338274002075
901,0.832790959478829,0.020602464675903,,901,0.959203272274586,0.072884321212769,,901,0.832561780714678,0.729815006256104
1449,0.673956475205137,0.019750595092774,,1449,0.419627043368917,0.072531700134277,,1449,0.726177992470475,0.770444869995117
371,0.962011018648717,0.020605564117432,,371,0.95566182481997,0.073757410049439,,371,0.831677992681652,0.746846675872803
1413,0.667176332282749,0.022391557693482,,1413,0.6570721070333,0.073976755142212,,1413,0.692239408471239,1.07843399047852
268,0.943778548614212,0.018052577972412,,268,0.942935906271537,0.072805166244507,,268,0.018099682343001,0.705324649810791
395,0.936065748745864,0.019631147384644,,395,0.908005148005148,0.07423210144043,,395,0.009770018924289,0.597476720809937
68,0.924830101110558,0.017733573913574,,68,0.927027086593348,0.071940183639526,,68,0.029024399527997,0.768765687942505
2,0,0.019203662872315,,2,0,0.074553966522217,,2,0,0.815129995346069
330,0.966029723991507,0.025318861007691,,330,0.962633953750705,0.072591543197632,,330,0.027243513617263,0.68648362159729
291,0.961630490514442,0.02302360534668,,291,0.944034313523322,0.072972536087036,,291,0.871053978727035,0.676484107971191
1016,0.799370220422852,0.020617485046387,,1016,0.573871306434678,0.075123310089111,,1016,0.004935481913126,0.703730583190918
866,0,0.021057844161987,,866,0,0.076390743255615,,866,0,0.855103254318237
1481,0.913324175824176,0.020063877105713,,1481,0.791487661105005,0.07525110244751,,1481,0.837687861271676,1.04805970191956
446,0,0.018863916397095,,446,0,0.072876930236816,,446,0,0.827580451965332
1034,0.663320552037109,0.022732257843018,,1034,0.745728470700082,0.072259187698364,,1034,0.800897040767747,1.12860989570618
828,0.872618911174785,0.019164323806763,,828,0.950390342453795,0.074141979217529,,828,0.934474051920673,0.68524432182312
1705,0.790501864535963,0.019927501678467,,1705,0.403793435578277,0.072951078414917,,1705,0.73161823819915,1.01573705673218
88,0.938810486570442,0.018335342407227,,88,0.965556455364681,0.073291778564453,,88,0.067774055994421,0.786818265914917
680,0.813975978786461,0.018515825271607,,680,0.823886501602892,0.072372436523438,,680,0.843649573843789,0.711827516555786
349,0.850167780069575,0.021904468536377,,349,0.925214686591386,0.076062440872192,,349,0.810509601845472,0.78176212310791
1517,0.619094201390334,0.019285202026367,,1517,0.37085498752964,0.072112083435059,,1517,0.153089018726519,0.683786392211914
992,0,0.017396688461304,,992,nan,0.072572469711304,,992,0,0.645693778991699
1105,0,0.01730489730835,,1105,0,0.072490453720093,,1105,0,0.691316604614258
792,0,0.020503520965576,,792,0,0.074445009231567,,792,0,0.767462491989136
1612,0.68150255569486,0.018335580825806,,1612,0.4706436768864,0.074857711791992,,1612,0.034957066992527,0.819109201431274
488,0.779156243661686,0.02081561088562,,488,0.939161374402681,0.073296308517456,,488,0.843286684217819,0.726008892059326
1074,0.82949345911189,0.018258571624756,,1074,0.808335674336645,0.07365345954895,,1074,0.025781840138657,0.762765884399414
218,0.913129710432368,0.018208742141724,,218,0.964490445859873,0.073547601699829,,218,0.985863055090919,0.705239057540894
771,0.966796835481456,0.019519567489624,,771,0.956756549716562,0.073608160018921,,771,0.857284677529782,0.83267617225647
146,0.708300719849101,0.019584655761719,,146,0.054360587466495,0.074964046478272,,146,0.710204427138443,0.950230836868286
1383,0.618630163584292,0.020889759063721,,1383,0.526213077627331,0.074292659759522,,1383,0.622723312871006,1.26449918746948
