,,
,,
960,1,0.061840057373047
742,0.726051386935958,0.056406259536743
1573,0.87533346056789,0.060527801513672
566,0.717808219178082,0.053717613220215
443,0.771856958690656,0.058920621871948
1541,0.578988145967305,0.052756786346436
419,0.759303839930542,0.056602239608765
21,0.939946430220744,0.054654121398926
694,1,0.052788257598877
242,0.884568191239464,0.050721645355225
628,0.938846255623181,0.05939245223999
1643,0.830332409972299,0.052268981933594
529,0.763658013812813,0.065613031387329
627,1,0.052692651748657
1201,1,0.05581259727478
712,0.82099485263973,0.055168628692627
862,0.869422788796059,0.054246187210083
47,0.871710848087645,0.054778099060059
1680,0.827176512491731,0.058980941772461
901,0.887140237244655,0.053091526031494
1449,0.859934901812485,0.057519197463989
371,0.88281513076664,0.054357767105103
1413,0.816848589899747,0.057386636734009
268,0.889433262711864,0.051197767257691
395,0.824713566763037,0.054015398025513
68,0.899883827068293,0.052744150161743
2,1,0.056137561798096
330,0.908601903360765,0.055988073348999
291,0.923128764584474,0.054414749145508
1016,0.743736730360934,0.058217525482178
866,1,0.051495313644409
1481,0.828220277400398,0.051186084747315
446,1,0.050472259521484
1034,0.779363843918638,0.056280136108399
828,0.781427512966165,0.05190920829773
1705,0.861510384983054,0.053460121154785
88,0.851116583457023,0.053898811340332
680,0.718757792134195,0.060819149017334
349,0.738258844908853,0.056724309921265
1517,0.729893082804277,0.050181150436401
992,1,0.052465915679932
1105,1,0.05305552482605
792,1,0.052907466888428
1612,0.818356867779204,0.049350023269653
488,0.83999063177001,0.059043645858765
1074,0.806064315645746,0.054601669311524
218,0.877495592509649,0.05530047416687
771,0.88448174897521,0.052331447601318
146,0.855555555555556,0.054025411605835
1383,0.87903905333492,0.052659511566162
,,
,0.861235346337398,2.74512696266174
